Region;Year;Industry;Professional position;Total ;Women;Men;Gender Pay Gap
Zurich;2016;Transportation and storage;Total ;6 293  ;5 937  ;6 470  ; 533
Zurich;2016;Hotels and restaurants;Total ;4 495  ;4 416  ;4 583  ; 167
Zurich;2016;Information and communication;Total ;9 167  ;7 740  ;9 646  ;1 906
Zurich;2016;Financial and insurance services;Total ;10 007  ;8 083  ;11 344  ;3 261
Zurich;2016;Professional, scientific and technical services;Total ;8 097  ;7 197  ;8 980  ;1 783
Zurich;2016;Other business services;Total ;5 235  ;4 562  ;5 677  ;1 115
Zurich;2016;Health and social work;Total ;6 537  ;6 264  ;7 299  ;1 035
Zurich;2016;Arts, entertainment and recreation;Total ;6 603  ;5 962  ;7 140  ;1 178
Zurich;2016;Other service activities Other service activities;Total ;6 618  ;6 000  ;7 600 ;#WERT!
Zurich;2016;TOTAL;Top, upper,  middle management;11 754  ;9 711  ;12 437  ;2 726
Zurich;2016;SECTOR 2 PRODUCTION;Top, upper,  middle management;9 950  ;8 132  ;10 194  ;2 062
Zurich;2016;Mining and quarrying;Top, upper,  middle management;*;*;*;#WERT!
Zurich;2016;Manufacturing/production of Goods;Top, upper,  middle management;10 290  ;8 461 ;10 697  ;#WERT!
Zurich;2016;"Water supply; sewage and waste disposal";Top, upper,  middle management;*;*;*;#WERT!
Zurich;2016;Construction ;Top, upper,  middle management;9 234  ;7 407 ;9 521  ;#WERT!
Zurich;2016;SECTOR 3 SERVICES ;Top, upper,  middle management;12 116  ;9 882  ;12 911  ;3 029
Zurich;2016;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Top, upper,  middle management;9 827  ;7 810 ;10 242  ;#WERT!
Zurich;2016;Transportation and storage;Top, upper,  middle management;10 837  ;9 756 ;11 149  ;#WERT!
Zurich;2016;Hotels and restaurants;Top, upper,  middle management;6 395  ;6 162  ;6 651  ; 489
Zurich;2016;Information and communication;Top, upper,  middle management;13 409 ;10 442 ;13 655  ;#WERT!
Zurich;2016;Financial and insurance services;Top, upper,  middle management;16 844  ;14 477  ;17 500  ;3 023
Zurich;2016;Professional, scientific and technical services;Top, upper,  middle management;13 163  ;11 724  ;13 732  ;2 008
Zurich;2016;Other business services;Top, upper,  middle management;9 554  ;7 750  ;10 323  ;2 573
Zurich;2016;Health and social work;Top, upper,  middle management;9 466  ;8 694  ;10 251  ;1 557
Zurich;2016;Arts, entertainment and recreation;Top, upper,  middle management;9 128  ;7 221 ;9 492  ;#WERT!
Zurich;2016;Other service activities Other service activities;Top, upper,  middle management;8 996  ;7 774  ;9 665  ;1 891
Zurich;2016;TOTAL;Lower management;9 434  ;8 363  ;10 000  ;1 637
Zurich;2016;SECTOR 2 PRODUCTION;Lower management;8 137  ;7 039  ;8 291  ;1 252
Zurich;2016;Mining and quarrying;Lower management;*;-;*;#WERT!
Zurich;2016;Manufacturing/production of Goods;Lower management;8 137  ;6 767  ;8 372  ;1 605
Zurich;2016;"Water supply; sewage and waste disposal";Lower management;6 162  ;*;6 206  ;#WERT!
Zurich;2016;Construction ;Lower management;8 189  ;7 076 ;8 279  ;#WERT!
Zurich;2016;SECTOR 3 SERVICES ;Lower management;9 670  ;8 423  ;10 316  ;1 893
Zurich;2016;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Lower management;7 979  ;6 427  ;8 873  ;2 446
Zurich;2016;Transportation and storage;Lower management;9 130  ;8 577  ;9 400  ; 823
Zurich;2016;Hotels and restaurants;Lower management;5 364  ;5 151  ;5 670  ; 519
Zurich;2016;Information and communication;Lower management;10 684  ;9 591 ;10 958  ;#WERT!
Zurich;2016;Financial and insurance services;Lower management;11 026  ;10 136  ;11 415  ;1 279
Zurich;2016;Professional, scientific and technical services;Lower management;9 861  ;8 908  ;10 346  ;1 438
Zurich;2016;Other business services;Lower management;7 133  ;6 921  ;7 473  ; 552
Zurich;2016;Health and social work;Lower management;7 378  ;6 972  ;8 336  ;1 364
Zurich;2016;Arts, entertainment and recreation;Lower management;7 626 ;5 714 ;8 030  ;#WERT!
Zurich;2016;Other service activities Other service activities;Lower management;8 668 ;7 975 ;9 575  ;#WERT!
Zurich;2016;TOTAL;Lowest management;7 467  ;6 648  ;8 003  ;1 355
Zurich;2016;SECTOR 2 PRODUCTION;Lowest management;7 403  ;6 512  ;7 476  ; 964
Zurich;2016;Mining and quarrying;Lowest management;*;-;*;#WERT!
Zurich;2016;Manufacturing/production of Goods;Lowest management;7 165  ;6 268  ;7 346  ;1 078
Zurich;2016;"Water supply; sewage and waste disposal";Lowest management;*;*;*;#WERT!
Zurich;2016;Construction ;Lowest management;7 500  ;7 000 ;7 520  ;#WERT!
Zurich;2016;SECTOR 3 SERVICES ;Lowest management;7 497  ;6 655  ;8 246  ;1 591
Zurich;2016;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Lowest management;6 595  ;5 844  ;7 443  ;1 599
Zurich;2016;Transportation and storage;Lowest management;7 111 ;*;7 111 ;#WERT!
Zurich;2016;Hotels and restaurants;Lowest management;4 950  ;4 848  ;5 150  ; 302
Zurich;2016;Information and communication;Lowest management;11 137 ;8 954 ;11 815 ;#WERT!
Zurich;2016;Financial and insurance services;Lowest management;9 719  ;8 934  ;10 184  ;1 250
Zurich;2016;Professional, scientific and technical services;Lowest management;8 373  ;7 883  ;8 682  ; 799
Zurich;2016;Other business services;Lowest management;5 990  ;5 663 ;6 184  ;#WERT!
Zurich;2016;Health and social work;Lowest management;6 657  ;6 395  ;7 079  ; 684
Zurich;2016;Arts, entertainment and recreation;Lowest management;6 422  ;5 811 ;6 504  ;#WERT!
Zurich;2016;Other service activities Other service activities;Lowest management;5 761 ;4 802 ;7 197  ;#WERT!
Zurich;2016;TOTAL;No management;5 921  ;5 374  ;6 282  ; 908
Zurich;2016;SECTOR 2 PRODUCTION;No management;6 168  ;5 416  ;6 299  ; 883
Zurich;2016;Mining and quarrying;No management;6 168  ;*;6 151  ;#WERT!
Zurich;2016;Manufacturing/production of Goods;No management;6 130  ;5 225  ;6 489  ;1 264
Zurich;2016;"Water supply; sewage and waste disposal";No management;5 576  ;5 607 ;5 549  ;#WERT!
Zurich;2016;Construction ;No management;6 178  ;6 325  ;6 168  ;- 157
Zurich;2016;SECTOR 3 SERVICES ;No management;5 824  ;5 366  ;6 266  ; 900
Zurich;2016;"Wholesale and retail trade; repair of motor vehicles and motorcycles";No management;5 136  ;4 726  ;5 802  ;1 076
Zurich;2016;Transportation and storage;No management;5 937  ;5 673  ;6 058  ; 385
Zurich;2016;Hotels and restaurants;No management;4 328  ;4 262  ;4 351  ; 89
Zurich;2016;Information and communication;No management;8 206  ;7 378  ;8 575  ;1 197
Zurich;2016;Financial and insurance services;No management;7 315  ;6 911  ;7 936  ;1 025
Zurich;2016;Professional, scientific and technical services;No management;6 868  ;6 580  ;7 158  ; 578
Zurich;2016;Other business services;No management;4 910  ;4 316  ;5 312  ; 996
Zurich;2016;Health and social work;No management;6 101  ;5 990  ;6 575  ; 585
Zurich;2016;Arts, entertainment and recreation;No management;6 195  ;5 798  ;6 694  ; 896
Zurich;2016;Other service activities Other service activities;No management;5 603  ;5 241  ;6 126  ; 885
Zurich;2014;TOTAL;Total ;6 614  ;5 768  ;7 183  ;1 415
Zurich;2014;SECTOR 2 PRODUCTION;Total ;6 501  ;5 666  ;6 650  ; 984
Zurich;2014;Mining and quarrying;Total ;*  ;*  ;*  ;#WERT!
Zurich;2014;Manufacturing/production of Goods;Total ;6 548  ;5 394  ;6 886  ;1 492
Zurich;2014;"Water supply; sewage and waste disposal";Total ;5 854  ;6 526  ;5 718  ;- 808
Zurich;2014;Construction ;Total ;6 473  ;6 464  ;6 473  ; 9
Zurich;2014;SECTOR 3 SERVICES ;Total ;6 664  ;5 780  ;7 500  ;1 720
Zurich;2014;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Total ;5 478  ;4 796  ;6 348  ;1 552
Zurich;2014;Transportation and storage;Total ;5 831  ;4 893 ;6 169  ;#WERT!
Zurich;2014;Hotels and restaurants;Total ;4 463  ;4 331  ;4 642  ; 311
Zurich;2014;Information and communication;Total ;8 952  ;7 568  ;9 440  ;1 872
Zurich;2014;Financial and insurance services;Total ;9 999  ;7 936  ;11 352  ;3 416
Zurich;2014;Professional, scientific and technical services;Total ;7 873  ;7 174  ;8 499  ;1 325
Zurich;2014;Other business services;Total ;5 570  ;5 271  ;5 764  ; 493
Zurich;2014;Health and social work;Total ;6 506  ;6 260  ;7 393  ;1 133
Zurich;2014;Arts, entertainment and recreation;Total ;6 746  ;6 190  ;7 258  ;1 068
Zurich;2014;Other service activities Other service activities;Total ;6 093  ;5 338  ;7 346  ;2 008
Zurich;2014;TOTAL;Top, upper,  middle management;12 199  ;9 592  ;12 926  ;3 334
Zurich;2014;SECTOR 2 PRODUCTION;Top, upper,  middle management;9 841  ;8 000  ;10 043  ;2 043
Zurich;2014;Mining and quarrying;Top, upper,  middle management;*  ;*  ;*  ;#WERT!
Zurich;2014;Manufacturing/production of Goods;Top, upper,  middle management;10 241  ;8 153  ;10 521  ;2 368
Zurich;2014;"Water supply; sewage and waste disposal";Top, upper,  middle management;9 029  ;*  ;*  ;#WERT!
Zurich;2014;Construction ;Top, upper,  middle management;9 093 ;*  ;9 223 ;#WERT!
Zurich;2014;SECTOR 3 SERVICES ;Top, upper,  middle management;12 698  ;9 751  ;13 511  ;3 760
Zurich;2014;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Top, upper,  middle management;9 526  ;7 739  ;10 191  ;2 452
Zurich;2014;Transportation and storage;Top, upper,  middle management;9 999 ;9 693 ;10 114 ;#WERT!
Zurich;2014;Hotels and restaurants;Top, upper,  middle management;6 638  ;6 163  ;6 963  ; 800
Zurich;2014;Information and communication;Top, upper,  middle management;12 063  ;9 685  ;12 317  ;2 632
Zurich;2014;Financial and insurance services;Top, upper,  middle management;16 370  ;14 290  ;16 933  ;2 643
Zurich;2014;Professional, scientific and technical services;Top, upper,  middle management;13 730  ;11 429 ;14 232  ;#WERT!
Zurich;2014;Other business services;Top, upper,  middle management;9 375  ;8 551  ;9 836 ;#WERT!
Zurich;2014;Health and social work;Top, upper,  middle management;9 455  ;8 432  ;10 742  ;2 310
Zurich;2014;Arts, entertainment and recreation;Top, upper,  middle management;9 485  ;8 557 ;10 317 ;#WERT!
Zurich;2014;Other service activities Other service activities;Top, upper,  middle management;9 038  ;8 207 ;10 084  ;#WERT!
Zurich;2014;TOTAL;Lower management;9 397  ;8 333  ;9 943  ;1 610
Zurich;2014;SECTOR 2 PRODUCTION;Lower management;8 330  ;7 983  ;8 365  ; 382
Zurich;2014;Mining and quarrying;Lower management;*  ;*  ;*  ;#WERT!
Zurich;2014;Manufacturing/production of Goods;Lower management;8 456  ;8 254  ;8 516  ; 262
Zurich;2014;"Water supply; sewage and waste disposal";Lower management;*;*  ;*  ;#WERT!
Zurich;2014;Construction ;Lower management;8 150 ;7 426 ;8 254 ;#WERT!
Zurich;2014;SECTOR 3 SERVICES ;Lower management;9 535  ;8 347  ;10 198  ;1 851
Zurich;2014;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Lower management;8 328  ;7 000 ;8 990  ;#WERT!
Zurich;2014;Transportation and storage;Lower management;9 274  ;8 477 ;9 447  ;#WERT!
Zurich;2014;Hotels and restaurants;Lower management;5 108  ;4 694  ;5 469 ;#WERT!
Zurich;2014;Information and communication;Lower management;10 839  ;9 841  ;11 029  ;1 188
Zurich;2014;Financial and insurance services;Lower management;10 584  ;9 755  ;10 919  ;1 164
Zurich;2014;Professional, scientific and technical services;Lower management;10 005  ;8 893  ;10 479  ;1 586
Zurich;2014;Other business services;Lower management;7 169  ;6 755  ;7 409  ; 654
Zurich;2014;Health and social work;Lower management;7 333  ;7 015  ;8 285  ;1 270
Zurich;2014;Arts, entertainment and recreation;Lower management;7 177 ;6 057 ;7 365  ;#WERT!
Zurich;2014;Other service activities Other service activities;Lower management;7 243  ;6 757  ;7 704  ; 947
Zurich;2014;TOTAL;Lowest management;7 444  ;6 746  ;7 846  ;1 100
Zurich;2014;SECTOR 2 PRODUCTION;Lowest management;7 367  ;6 791  ;7 416  ; 625
Zurich;2014;Mining and quarrying;Lowest management;*  ; -  ;*  ;#WERT!
Zurich;2014;Manufacturing/production of Goods;Lowest management;7 612  ;6 862  ;7 764  ; 902
Zurich;2014;"Water supply; sewage and waste disposal";Lowest management;*  ;*  ;*  ;#WERT!
Zurich;2014;Construction ;Lowest management;7 206 ;6 473 ;7 233 ;#WERT!
Zurich;2014;SECTOR 3 SERVICES ;Lowest management;7 459  ;6 746  ;7 976  ;1 230
Zurich;2014;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Lowest management;6 884  ;6 074  ;7 387  ;1 313
Zurich;2014;Transportation and storage;Lowest management;7 227 ;7 317 ;7 222 ;#WERT!
Zurich;2014;Hotels and restaurants;Lowest management;5 031  ;4 782  ;5 262  ; 480
Zurich;2014;Information and communication;Lowest management;10 641 ;8 843 ;11 001 ;#WERT!
Zurich;2014;Financial and insurance services;Lowest management;8 373  ;7 739  ;8 956  ;1 217
Zurich;2014;Professional, scientific and technical services;Lowest management;8 299  ;7 650  ;8 668  ;1 018
Zurich;2014;Other business services;Lowest management;6 356  ;6 395  ;6 347  ;- 48
Zurich;2014;Health and social work;Lowest management;6 381  ;6 108 ;7 011  ;#WERT!
Zurich;2014;Arts, entertainment and recreation;Lowest management;5 915 ;*  ;*  ;#WERT!
Zurich;2014;Other service activities Other service activities;Lowest management;6 877 ;5 830  ;7 364 ;#WERT!
Zurich;2014;TOTAL;No management;5 846  ;5 256  ;6 196  ; 940
Zurich;2014;SECTOR 2 PRODUCTION;No management;6 150  ;5 355  ;6 283  ; 928
Zurich;2014;Mining and quarrying;No management;*  ;*  ;*  ;#WERT!
Zurich;2014;Manufacturing/production of Goods;No management;6 105  ;5 173  ;6 437  ;1 264
Zurich;2014;"Water supply; sewage and waste disposal";No management;5 600  ;6 160  ;5 514  ;- 646
Zurich;2014;Construction ;No management;6 185  ;6 310  ;6 181  ;- 129
Zurich;2014;SECTOR 3 SERVICES ;No management;5 707  ;5 240  ;6 137  ; 897
Zurich;2014;"Wholesale and retail trade; repair of motor vehicles and motorcycles";No management;5 042  ;4 676  ;5 769  ;1 093
Zurich;2014;Transportation and storage;No management;5 410 ;4 686 ;5 757  ;#WERT!
Zurich;2014;Hotels and restaurants;No management;4 274  ;4 225  ;4 334  ; 109
Zurich;2014;Information and communication;No management;8 052  ;7 168  ;8 494  ;1 326
Zurich;2014;Financial and insurance services;No management;7 049  ;6 731  ;7 585  ; 854
Zurich;2014;Professional, scientific and technical services;No management;6 618  ;6 447  ;6 708  ; 261
Zurich;2014;Other business services;No management;5 295  ;5 005  ;5 438  ; 433
Zurich;2014;Health and social work;No management;6 181  ;6 075  ;6 626  ; 551
Zurich;2014;Arts, entertainment and recreation;No management;6 465  ;5 984  ;6 852  ; 868
Zurich;2014;Other service activities Other service activities;No management;5 158  ;4 725  ;5 731  ;1 006
Zurich;2012;TOTAL;Total ;6 451  ;5 487  ;7 125  ;1 638
Zurich;2012;SECTOR 2 PRODUCTION;Total ;6 474  ;5 548  ;6 630  ;1 082
Zurich;2012;Mining and quarrying;Total ;5 840  ;*  ;5 876  ;#WERT!
Zurich;2012;Manufacturing/production of Goods;Total ;6 586  ;5 419  ;6 934  ;1 515
Zurich;2012;"Water supply; sewage and waste disposal";Total ;5 881  ;6 355  ;5 815  ;- 540
Zurich;2012;Construction ;Total ;6 334  ;6 016  ;6 357  ; 341
Zurich;2012;SECTOR 3 SERVICES ;Total ;6 444  ;5 475  ;7 461  ;1 986
Zurich;2012;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Total ;5 403  ;4 727  ;6 397  ;1 670
Zurich;2012;Transportation and storage;Total ;5 949  ;5 349  ;6 182  ; 833
Zurich;2012;Hotels and restaurants;Total ;4 411  ;4 304  ;4 633  ; 329
Zurich;2012;Information and communication;Total ;8 834  ;7 262  ;9 465  ;2 203
Zurich;2012;Financial and insurance services;Total ;9 960  ;7 879  ;11 250  ;3 371
Zurich;2012;Professional, scientific and technical services;Total ;7 968  ;6 917  ;8 975  ;2 058
Zurich;2012;Other business services;Total ;5 000  ;4 356 ;5 506  ;#WERT!
Zurich;2012;Health and social work;Total ;6 319  ;6 118  ;7 083  ; 965
Zurich;2012;Arts, entertainment and recreation;Total ;6 394  ;5 778  ;7 140 ;#WERT!
Zurich;2012;Other service activities Other service activities;Total ;5 571  ;4 941  ;6 190  ;1 249
Zurich;2012;TOTAL;Top, upper,  middle management;12 048  ;9 088  ;12 894  ;3 806
Zurich;2012;SECTOR 2 PRODUCTION;Top, upper,  middle management;10 208  ;8 214  ;10 472  ;2 258
Zurich;2012;Mining and quarrying;Top, upper,  middle management;*  ;*  ;*  ;#WERT!
Zurich;2012;Manufacturing/production of Goods;Top, upper,  middle management;10 600  ;8 095  ;10 912  ;2 817
