Region;Year;Nationality;Professional position;Statistics;Total;Women;Men;Gender Pay Gap
Ticino;2016;Other;Top, upper,  middle management;Median;7 907 ;6 800 ;8 644 ;#WERT!
Ticino;2016;Other;Top, upper,  middle management;1 Quantile;5 767 ;4 951 ;6 147 ;#WERT!
Ticino;2016;Other;Top, upper,  middle management;3 Quantile;11 902 ;8 955 ;12 644 ;#WERT!
Ticino;2016;Total;Lower management;Median;6 499 ;6 316 ;6 568 ; 252
Ticino;2016;Total;Lower management;1 Quantile;5 286 ;4 941 ;5 416 ; 475
Ticino;2016;Total;Lower management;3 Quantile;8 376 ;7 843 ;8 760 ; 917
Ticino;2016;Swiss;Lower management;Median;6 933 ;6 660 ;7 136 ; 476
Ticino;2016;Swiss;Lower management;1 Quantile;5 667 ;5 158 ;5 879 ; 721
Ticino;2016;Swiss;Lower management;3 Quantile;8 914 ;8 025 ;9 522 ;1 497
Ticino;2016;Other;Lower management;Median;5 991 ;5 784 ;6 052 ;#WERT!
Ticino;2016;Other;Lower management;1 Quantile;5 091 ;4 700 ;5 158 ;#WERT!
Ticino;2016;Other;Lower management;3 Quantile;7 908 ;7 608 ;8 060 ;#WERT!
Ticino;2016;Total;Lowest management;Median;5 686 ;5 090 ;5 936 ; 846
Ticino;2016;Total;Lowest management;1 Quantile;4 642 ;4 230 ;4 954 ; 724
Ticino;2016;Total;Lowest management;3 Quantile;6 761 ;6 438 ;6 932 ; 494
Ticino;2016;Swiss;Lowest management;Median;6 048 ;5 449 ;6 212 ; 763
Ticino;2016;Swiss;Lowest management;1 Quantile;4 874 ;4 456 ;5 337 ; 881
Ticino;2016;Swiss;Lowest management;3 Quantile;7 037 ;6 654 ;7 238 ; 584
Ticino;2016;Other;Lowest management;Median;5 461 ;4 771 ;5 700 ; 929
Ticino;2016;Other;Lowest management;1 Quantile;4 473 ;3 959 ;4 764 ; 805
Ticino;2016;Other;Lowest management;3 Quantile;6 594 ;6 019 ;6 715 ; 696
Ticino;2016;Total;No management;Median;4 722 ;4 280 ;4 982 ; 702
Ticino;2016;Total;No management;1 Quantile;3 822 ;3 514 ;4 109 ; 595
Ticino;2016;Total;No management;3 Quantile;5 758 ;5 392 ;5 942 ; 550
Ticino;2016;Swiss;No management;Median;5 306 ;4 978 ;5 521 ; 543
Ticino;2016;Swiss;No management;1 Quantile;4 388 ;4 166 ;4 646 ; 480
Ticino;2016;Swiss;No management;3 Quantile;6 233 ;5 974 ;6 392 ; 418
Ticino;2016;Other;No management;Median;4 470 ;3 857 ;4 773 ; 916
Ticino;2016;Other;No management;1 Quantile;3 648 ;3 350 ;3 953 ; 603
Ticino;2016;Other;No management;3 Quantile;5 488 ;4 811 ;5 710 ; 899
Ticino;2014;Total;Total;Median;5 125 ;4 546 ;5 397 ; 851
Ticino;2014;Total;Total;1 Quantile;4 051 ;3 639 ;4 352 ; 713
Ticino;2014;Total;Total;3 Quantile;6 394 ;5 810 ;6 651 ; 841
Ticino;2014;Swiss;Total;Median;5 694 ;5 178 ;6 087 ; 909
Ticino;2014;Swiss;Total;1 Quantile;4 640 ;4 259 ;5 067 ; 808
Ticino;2014;Swiss;Total;3 Quantile;7 272 ;6 414 ;8 121 ;1 707
Ticino;2014;Other;Total;Median;4 767 ;3 986 ;5 100 ;1 114
Ticino;2014;Other;Total;1 Quantile;3 756 ;3 371 ;4 119 ; 748
Ticino;2014;Other;Total;3 Quantile;5 877 ;5 177 ;6 164 ; 987
Ticino;2014;Total;Top, upper,  middle management;Median;7 999 ;6 779 ;8 597 ;1 818
Ticino;2014;Total;Top, upper,  middle management;1 Quantile;6 138 ;5 459 ;6 448 ; 989
Ticino;2014;Total;Top, upper,  middle management;3 Quantile;10 833 ;8 770 ;11 546 ;2 776
Ticino;2014;Swiss;Top, upper,  middle management;Median;8 233 ;7 066 ;8 966 ;1 900
Ticino;2014;Swiss;Top, upper,  middle management;1 Quantile;6 222 ;5 510 ;6 608 ;1 098
Ticino;2014;Swiss;Top, upper,  middle management;3 Quantile;10 984 ;8 770 ;11 911 ;3 141
Ticino;2014;Other;Top, upper,  middle management;Median;7 650 ;6 649 ;7 980 ;#WERT!
Ticino;2014;Other;Top, upper,  middle management;1 Quantile;5 919 ;5 040 ;6 163 ;#WERT!
Ticino;2014;Other;Top, upper,  middle management;3 Quantile;10 461 ;8 703 ;10 851 ;#WERT!
Ticino;2014;Total;Lower management;Median;6 129 ;5 571 ;6 500 ; 929
Ticino;2014;Total;Lower management;1 Quantile;4 875 ;4 384 ;5 170 ; 786
Ticino;2014;Total;Lower management;3 Quantile;7 857 ;6 933 ;8 359 ;1 426
Ticino;2014;Swiss;Lower management;Median;6 327 ;5 777 ;6 982 ;1 205
Ticino;2014;Swiss;Lower management;1 Quantile;5 132 ;4 481 ;5 506 ;1 025
Ticino;2014;Swiss;Lower management;3 Quantile;8 250 ;7 042 ;9 026 ;1 984
Ticino;2014;Other;Lower management;Median;5 855 ;5 368 ;6 270 ; 902
Ticino;2014;Other;Lower management;1 Quantile;4 758 ;4 333 ;4 940 ; 607
Ticino;2014;Other;Lower management;3 Quantile;7 480 ;6 667 ;7 760 ;1 093
Ticino;2014;Total;Lowest management;Median;5 366 ;4 990 ;5 600 ; 610
Ticino;2014;Total;Lowest management;1 Quantile;4 385 ;4 260 ;4 489 ; 229
Ticino;2014;Total;Lowest management;3 Quantile;6 551 ;6 136 ;6 765 ; 629
Ticino;2014;Swiss;Lowest management;Median;5 500 ;5 145 ;5 845 ; 700
Ticino;2014;Swiss;Lowest management;1 Quantile;4 550 ;4 433 ;4 851 ; 418
Ticino;2014;Swiss;Lowest management;3 Quantile;6 703 ;6 283 ;7 105 ; 822
Ticino;2014;Other;Lowest management;Median;5 310 ;4 862 ;5 474 ; 612
Ticino;2014;Other;Lowest management;1 Quantile;4 282 ;3 972 ;4 333 ; 361
Ticino;2014;Other;Lowest management;3 Quantile;6 429 ;6 000 ;6 600 ; 600
Ticino;2014;Total;No management;Median;4 640 ;4 150 ;4 948 ; 798
Ticino;2014;Total;No management;1 Quantile;3 714 ;3 460 ;4 055 ; 595
Ticino;2014;Total;No management;3 Quantile;5 563 ;5 210 ;5 729 ; 519
Ticino;2014;Swiss;No management;Median;5 136 ;4 890 ;5 407 ; 517
Ticino;2014;Swiss;No management;1 Quantile;4 259 ;4 085 ;4 543 ; 458
Ticino;2014;Swiss;No management;3 Quantile;6 030 ;5 778 ;6 228 ; 450
Ticino;2014;Other;No management;Median;4 383 ;3 745 ;4 815 ;1 070
Ticino;2014;Other;No management;1 Quantile;3 580 ;3 268 ;3 921 ; 653
Ticino;2014;Other;No management;3 Quantile;5 391 ;4 658 ;5 547 ; 889
Ticino;2012;Total;Total;Median;5 091 ;4 354 ;5 458 ;1 104
Ticino;2012;Total;Total;1 Quantile;3 951 ;3 378 ;4 353 ; 975
Ticino;2012;Total;Total;3 Quantile;6 538 ;5 778 ;6 935 ;1 157
Ticino;2012;Swiss;Total;Median;5 733 ;5 058 ;6 198 ;1 140
Ticino;2012;Swiss;Total;1 Quantile;4 500 ;4 047 ;4 937 ; 890
Ticino;2012;Swiss;Total;3 Quantile;7 467 ;6 476 ;8 285 ;1 809
Ticino;2012;Other;Total;Median;4 658 ;3 805 ;5 049 ;1 244
Ticino;2012;Other;Total;1 Quantile;3 628 ;3 067 ;4 105 ;1 038
Ticino;2012;Other;Total;3 Quantile;5 906 ;5 083 ;6 211 ;1 128
Ticino;2012;Total;Top, upper,  middle management;Median;8 000 ;6 153 ;8 610 ;2 457
Ticino;2012;Total;Top, upper,  middle management;1 Quantile;5 404 ;4 127 ;6 000 ;1 873
Ticino;2012;Total;Top, upper,  middle management;3 Quantile;11 388 ;9 036 ;12 222 ;3 186
Ticino;2012;Swiss;Top, upper,  middle management;Median;8 254 ;6 113 ;8 882 ;#WERT!
Ticino;2012;Swiss;Top, upper,  middle management;1 Quantile;5 571 ;4 149 ;6 222 ;#WERT!
Ticino;2012;Swiss;Top, upper,  middle management;3 Quantile;11 679 ;8 808 ;12 514 ;#WERT!
Ticino;2012;Other;Top, upper,  middle management;Median;7 581 ;6 350 ;7 924 ;#WERT!
Ticino;2012;Other;Top, upper,  middle management;1 Quantile;5 143 ;4 078 ;5 500 ;#WERT!
Ticino;2012;Other;Top, upper,  middle management;3 Quantile;11 250 ;9 389 ;11 429 ;#WERT!
Ticino;2012;Total;Lower management;Median;6 000 ;5 638 ;6 278 ; 640
Ticino;2012;Total;Lower management;1 Quantile;4 705 ;4 292 ;4 970 ; 678
Ticino;2012;Total;Lower management;3 Quantile;7 945 ;7 429 ;8 262 ; 833
Ticino;2012;Swiss;Lower management;Median;6 406 ;5 796 ;7 047 ;1 251
Ticino;2012;Swiss;Lower management;1 Quantile;4 950 ;4 473 ;5 365 ; 892
Ticino;2012;Swiss;Lower management;3 Quantile;8 285 ;7 334 ;8 875 ;1 541
Ticino;2012;Other;Lower management;Median;5 700 ;5 503 ;5 790 ; 287
Ticino;2012;Other;Lower management;1 Quantile;4 495 ;3 800 ;4 694 ; 894
Ticino;2012;Other;Lower management;3 Quantile;7 615 ;7 621 ;7 615 ;- 6
Ticino;2012;Total;Lowest management;Median;5 217 ;4 642 ;5 555 ; 913
Ticino;2012;Total;Lowest management;1 Quantile;4 127 ;3 509 ;4 545 ;1 036
Ticino;2012;Total;Lowest management;3 Quantile;6 448 ;5 961 ;6 688 ; 727
Ticino;2012;Swiss;Lowest management;Median;5 666 ;5 396 ;5 984 ; 588
Ticino;2012;Swiss;Lowest management;1 Quantile;4 615 ;4 333 ;4 929 ; 596
Ticino;2012;Swiss;Lowest management;3 Quantile;6 919 ;6 588 ;7 242 ; 654
Ticino;2012;Other;Lowest management;Median;4 907 ;4 002 ;5 345 ;#WERT!
Ticino;2012;Other;Lowest management;1 Quantile;3 886 ;3 112 ;4 398 ;#WERT!
Ticino;2012;Other;Lowest management;3 Quantile;6 087 ;5 303 ;6 401 ;#WERT!
Ticino;2012;Total;No management;Median;4 664 ;4 063 ;5 022 ; 959
Ticino;2012;Total;No management;1 Quantile;3 709 ;3 233 ;4 119 ; 886
Ticino;2012;Total;No management;3 Quantile;5 783 ;5 214 ;6 007 ; 793
Ticino;2012;Swiss;No management;Median;5 296 ;4 784 ;5 610 ; 826
Ticino;2012;Swiss;No management;1 Quantile;4 255 ;3 947 ;4 580 ; 633
Ticino;2012;Swiss;No management;3 Quantile;6 365 ;5 912 ;6 651 ; 739
Ticino;2012;Other;No management;Median;4 343 ;3 598 ;4 738 ;1 140
Ticino;2012;Other;No management;1 Quantile;3 508 ;2 965 ;3 913 ; 948
Ticino;2012;Other;No management;3 Quantile;5 396 ;4 596 ;5 673 ;1 077
Central;2020;Total;Total;Median;6 380;5 781;6 705; 924
Central;2020;Total;Total;1 Quantile;5 138;4 652;5 498; 846
Central;2020;Total;Total;3 Quantile;8 454;7 511;9 055;1 544
Central;2020;Swiss;Total;Median;6 518;5 889;6 908;1 019
Central;2020;Swiss;Total;1 Quantile;5 271;4 763;5 673; 910
Central;2020;Swiss;Total;3 Quantile;8 473;7 401;9 165;1 764
Central;2020;Other;Total;Median;6 011;5 382;6 190; 808
Central;2020;Other;Total;1 Quantile;4 762;4 338;5 124; 786
Central;2020;Other;Total;3 Quantile;8 355;8 016;8 582; 566
Central;2020;Total;Top, upper,  middle management;Median;9 792;8 257;10 206;1 949
Central;2020;Total;Top, upper,  middle management;1 Quantile;7 190;6 027;7 619;1 592
Central;2020;Total;Top, upper,  middle management;3 Quantile;13 739;11 546;14 304;2 758
Central;2020;Swiss;Top, upper,  middle management;Median;9 500;7 962;9 952;1 990
Central;2020;Swiss;Top, upper,  middle management;1 Quantile;7 188;5 918;7 658;1 740
Central;2020;Swiss;Top, upper,  middle management;3 Quantile;12 643;11 055;13 264;2 209
Central;2020;Other;Top, upper,  middle management;Median;12 284;10 678;12 792;2 114
Central;2020;Other;Top, upper,  middle management;1 Quantile;7 202;6 537;7 287; 750
Central;2020;Other;Top, upper,  middle management;3 Quantile;20 917;18 810;21 751;2 941
Central;2020;Total;Lower management;Median;7 903;7 300;8 226; 926
Central;2020;Total;Lower management;1 Quantile;6 282;5 721;6 565; 844
Central;2020;Total;Lower management;3 Quantile;10 225;9 393;10 539;1 146
Central;2020;Swiss;Lower management;Median;7 717;6 951;8 104;1 153
Central;2020;Swiss;Lower management;1 Quantile;6 229;5 524;6 529;1 005
Central;2020;Swiss;Lower management;3 Quantile;9 748;8 698;10 162;1 464
Central;2020;Other;Lower management;Median;9 009;8 890;9 054; 164
Central;2020;Other;Lower management;1 Quantile;6 705;6 745;6 705;- 40
Central;2020;Other;Lower management;3 Quantile;12 500;12 493;12 500; 7
Central;2020;Total;Lowest management;Median;6 839;6 316;7 170; 854
Central;2020;Total;Lowest management;1 Quantile;5 762;5 220;6 061; 841
Central;2020;Total;Lowest management;3 Quantile;8 809;8 159;9 086; 927
Central;2020;Swiss;Lowest management;Median;6 805;6 251;7 099; 848
Central;2020;Swiss;Lowest management;1 Quantile;5 809;5 235;6 131; 896
Central;2020;Swiss;Lowest management;3 Quantile;8 566;7 896;8 857; 961
Central;2020;Other;Lowest management;Median;7 040;6 728;7 400; 672
Central;2020;Other;Lowest management;1 Quantile;5 610;5 200;5 776; 576
Central;2020;Other;Lowest management;3 Quantile;9 656;9 206;9 954; 748
Central;2020;Total;No management;Median;5 860;5 386;6 084; 698
Central;2020;Total;No management;1 Quantile;4 849;4 527;5 167; 640
Central;2020;Total;No management;3 Quantile;7 127;6 804;7 326; 522
Central;2020;Swiss;No management;Median;5 971;5 547;6 201; 654
Central;2020;Swiss;No management;1 Quantile;4 961;4 652;5 274; 622
Central;2020;Swiss;No management;3 Quantile;7 195;6 822;7 470; 648
Central;2020;Other;No management;Median;5 605;4 943;5 842; 899
Central;2020;Other;No management;1 Quantile;4 578;4 216;4 929; 713
Central;2020;Other;No management;3 Quantile;6 924;6 699;7 000; 301
Central;2018;Total;Total;Median;6 244;5 610;6 602; 992
Central;2018;Total;Total;1 Quantile;5 061;4 559;5 425; 866
Central;2018;Total;Total;3 Quantile;8 118;7 195;8 690;1 495
Central;2018;Swiss;Total;Median;6 435;5 720;6 873;1 153
Central;2018;Swiss;Total;1 Quantile;5 207;4 680;5 623; 943
Central;2018;Swiss;Total;3 Quantile;8 215;7 150;8 878;1 728
Central;2018;Other;Total;Median;5 772;5 159;5 935; 776
Central;2018;Other;Total;1 Quantile;4 685;4 210;5 064; 854
Central;2018;Other;Total;3 Quantile;7 754;7 383;7 944; 561
Central;2018;Total;Top, upper,  middle management;Median;9 412;8 000;9 881;1 881
Central;2018;Total;Top, upper,  middle management;1 Quantile;7 094;5 691;7 508;1 817
Central;2018;Total;Top, upper,  middle management;3 Quantile;13 300;11 125;13 929;2 804
Central;2018;Swiss;Top, upper,  middle management;Median;9 145;7 595;9 531;1 936
Central;2018;Swiss;Top, upper,  middle management;1 Quantile;7 034;5 585;7 401;1 816
Central;2018;Swiss;Top, upper,  middle management;3 Quantile;12 217;10 147;12 804;2 657
Central;2018;Other;Top, upper,  middle management;Median;12 881;11 508;13 662;2 154
Central;2018;Other;Top, upper,  middle management;1 Quantile;7 921;7 037;8 190;1 153
Central;2018;Other;Top, upper,  middle management;3 Quantile;20 470;17 709;21 052;3 343
Central;2018;Total;Lower management;Median;7 689;6 889;8 072;1 183
Central;2018;Total;Lower management;1 Quantile;6 240;5 390;6 703;1 313
Central;2018;Total;Lower management;3 Quantile;9 790;8 757;10 321;1 564
Central;2018;Swiss;Lower management;Median;7 531;6 707;7 948;1 241
Central;2018;Swiss;Lower management;1 Quantile;6 183;5 303;6 680;1 377
Central;2018;Swiss;Lower management;3 Quantile;9 227;8 295;9 788;1 493
Central;2018;Other;Lower management;Median;8 700;8 204;8 976; 772
Central;2018;Other;Lower management;1 Quantile;6 392;6 132;6 815; 683
Central;2018;Other;Lower management;3 Quantile;12 621;11 726;12 975;1 249
Central;2018;Total;Lowest management;Median;6 766;6 052;6 984; 932
Central;2018;Total;Lowest management;1 Quantile;5 569;4 886;5 910;1 024
Central;2018;Total;Lowest management;3 Quantile;8 559;7 727;8 902;1 175
Central;2018;Swiss;Lowest management;Median;6 792;6 052;7 016; 964
Central;2018;Swiss;Lowest management;1 Quantile;5 605;4 824;5 988;1 164
Central;2018;Swiss;Lowest management;3 Quantile;8 373;7 520;8 753;1 233
Central;2018;Other;Lowest management;Median;6 692;6 045;6 761; 716
Central;2018;Other;Lowest management;1 Quantile;5 402;5 090;5 645; 555
Central;2018;Other;Lowest management;3 Quantile;9 378;9 094;9 452; 358
Central;2018;Total;No management;Median;5 744;5 305;5 959; 654
Central;2018;Total;No management;1 Quantile;4 798;4 436;5 126; 690
Central;2018;Total;No management;3 Quantile;7 005;6 618;7 222; 604
Central;2018;Swiss;No management;Median;5 885;5 452;6 161; 709
Central;2018;Swiss;No management;1 Quantile;4 942;4 588;5 272; 684
Central;2018;Swiss;No management;3 Quantile;7 113;6 667;7 397; 730
Central;2018;Other;No management;Median;5 436;4 800;5 625; 825
Central;2018;Other;No management;1 Quantile;4 487;4 089;4 831; 742
Central;2018;Other;No management;3 Quantile;6 643;6 386;6 726; 340
Central;2016;Total;Total;Median;6 265 ;5 577 ;6 618 ;1 041
Central;2016;Total;Total;1 Quantile;5 089 ;4 529 ;5 448 ; 919
Central;2016;Total;Total;3 Quantile;8 110 ;7 185 ;8 664 ;1 479
Central;2016;Swiss;Total;Median;6 420 ;5 680 ;6 839 ;1 159
Central;2016;Swiss;Total;1 Quantile;5 215 ;4 647 ;5 638 ; 991
Central;2016;Swiss;Total;3 Quantile;8 205 ;7 158 ;8 834 ;1 676
Central;2016;Other;Total;Median;5 781 ;5 140 ;5 997 ; 857
Central;2016;Other;Total;1 Quantile;4 729 ;4 187 ;5 062 ; 875
Central;2016;Other;Total;3 Quantile;7 735 ;7 338 ;7 950 ; 612
Central;2016;Total;Top, upper,  middle management;Median;9 528 ;8 252 ;9 998 ;1 746
Central;2016;Total;Top, upper,  middle management;1 Quantile;7 365 ;6 059 ;7 748 ;1 689
Central;2016;Total;Top, upper,  middle management;3 Quantile;12 857 ;10 791 ;13 540 ;2 749
Central;2016;Swiss;Top, upper,  middle management;Median;9 364 ;7 948 ;9 783 ;1 835
Central;2016;Swiss;Top, upper,  middle management;1 Quantile;7 292 ;5 948 ;7 702 ;1 754
Central;2016;Swiss;Top, upper,  middle management;3 Quantile;12 160 ;10 116 ;12 807 ;2 691
Central;2016;Other;Top, upper,  middle management;Median;11 812 ;11 070 ;12 200 ;#WERT!
Central;2016;Other;Top, upper,  middle management;1 Quantile;7 949 ;7 779 ;8 095 ;#WERT!
Central;2016;Other;Top, upper,  middle management;3 Quantile;17 794 ;16 628 ;17 985 ;#WERT!
Central;2016;Total;Lower management;Median;7 534 ;6 760 ;7 969 ;1 209
Central;2016;Total;Lower management;1 Quantile;6 124 ;5 140 ;6 549 ;1 409
Central;2016;Total;Lower management;3 Quantile;9 671 ;8 445 ;10 188 ;1 743
Central;2016;Swiss;Lower management;Median;7 442 ;6 685 ;7 885 ;1 200
Central;2016;Swiss;Lower management;1 Quantile;6 174 ;5 188 ;6 602 ;1 414
Central;2016;Swiss;Lower management;3 Quantile;9 301 ;8 095 ;9 793 ;1 698
Central;2016;Other;Lower management;Median;8 104 ;7 389 ;8 445 ;#WERT!
Central;2016;Other;Lower management;1 Quantile;5 880 ;5 140 ;6 214 ;1 074
Central;2016;Other;Lower management;3 Quantile;11 820 ;11 110 ;11 973 ;#WERT!
Central;2016;Total;Lowest management;Median;6 500 ;5 898 ;6 705 ; 807
Central;2016;Total;Lowest management;1 Quantile;5 461 ;4 790 ;5 910 ;1 120
Central;2016;Total;Lowest management;3 Quantile;7 756 ;7 270 ;8 042 ; 772
Central;2016;Swiss;Lowest management;Median;6 582 ;5 969 ;6 813 ; 844
Central;2016;Swiss;Lowest management;1 Quantile;5 561 ;4 861 ;5 957 ;1 096
Central;2016;Swiss;Lowest management;3 Quantile;7 731 ;7 245 ;8 068 ; 823
Central;2016;Other;Lowest management;Median;6 090 ;5 738 ;6 274 ; 536
Central;2016;Other;Lowest management;1 Quantile;5 239 ;4 588 ;5 519 ; 931
Central;2016;Other;Lowest management;3 Quantile;7 976 ;7 704 ;8 000 ; 296
Central;2016;Total;No management;Median;5 756 ;5 250 ;5 990 ; 740
Central;2016;Total;No management;1 Quantile;4 793 ;4 389 ;5 121 ; 732
Central;2016;Total;No management;3 Quantile;7 035 ;6 632 ;7 241 ; 609
Central;2016;Swiss;No management;Median;5 886 ;5 396 ;6 156 ; 760
Central;2016;Swiss;No management;1 Quantile;4 899 ;4 530 ;5 260 ; 730
Central;2016;Swiss;No management;3 Quantile;7 130 ;6 659 ;7 408 ; 749
Central;2016;Other;No management;Median;5 442 ;4 794 ;5 658 ; 864
Central;2016;Other;No management;1 Quantile;4 528 ;4 070 ;4 867 ; 797
Central;2016;Other;No management;3 Quantile;6 708 ;6 472 ;6 805 ; 333
Central;2014;Total;Total;Median;6 196 ;5 563 ;6 505 ; 942
Central;2014;Total;Total;1 Quantile;5 032 ;4 510 ;5 386 ; 876
Central;2014;Total;Total;3 Quantile;7 996 ;7 072 ;8 509 ;1 437
Central;2014;Swiss;Total;Median;6 329 ;5 638 ;6 707 ;1 069
Central;2014;Swiss;Total;1 Quantile;5 133 ;4 598 ;5 538 ; 940
Central;2014;Swiss;Total;3 Quantile;8 077 ;7 030 ;8 692 ;1 662
Central;2014;Other;Total;Median;5 882 ;5 167 ;6 043 ; 876
Central;2014;Other;Total;1 Quantile;4 767 ;4 240 ;5 090 ; 850
Central;2014;Other;Total;3 Quantile;7 658 ;7 265 ;7 849 ; 584
Central;2014;Total;Top, upper,  middle management;Median;9 425 ;7 963 ;9 835 ;1 872
Central;2014;Total;Top, upper,  middle management;1 Quantile;7 222 ;5 908 ;7 619 ;1 711
Central;2014;Total;Top, upper,  middle management;3 Quantile;12 503 ;10 347 ;13 095 ;2 748
Central;2014;Swiss;Top, upper,  middle management;Median;9 143 ;7 545 ;9 655 ;2 110
Central;2014;Swiss;Top, upper,  middle management;1 Quantile;7 143 ;5 759 ;7 552 ;1 793
Central;2014;Swiss;Top, upper,  middle management;3 Quantile;11 838 ;9 801 ;12 486 ;2 685
Central;2014;Other;Top, upper,  middle management;Median;11 247 ;10 318 ;11 653 ;1 335
Central;2014;Other;Top, upper,  middle management;1 Quantile;7 831 ;7 241 ;7 904 ; 663
Central;2014;Other;Top, upper,  middle management;3 Quantile;16 040 ;14 353 ;16 361 ;2 008
Central;2014;Total;Lower management;Median;7 575 ;6 926 ;7 814 ; 888
Central;2014;Total;Lower management;1 Quantile;6 127 ;5 542 ;6 372 ; 830
Central;2014;Total;Lower management;3 Quantile;9 461 ;8 555 ;9 788 ;1 233
Central;2014;Swiss;Lower management;Median;7 433 ;6 771 ;7 731 ; 960
Central;2014;Swiss;Lower management;1 Quantile;6 075 ;5 417 ;6 348 ; 931
Central;2014;Swiss;Lower management;3 Quantile;9 167 ;8 264 ;9 524 ;1 260
Central;2014;Other;Lower management;Median;8 331 ;8 252 ;8 400 ; 148
Central;2014;Other;Lower management;1 Quantile;6 467 ;6 271 ;6 517 ; 246
Central;2014;Other;Lower management;3 Quantile;11 093 ;10 606 ;11 279 ; 673
Central;2014;Total;Lowest management;Median;6 493 ;5 927 ;6 701 ; 774
Central;2014;Total;Lowest management;1 Quantile;5 499 ;4 887 ;5 702 ; 815
Central;2014;Total;Lowest management;3 Quantile;7 766 ;7 214 ;8 017 ; 803
Central;2014;Swiss;Lowest management;Median;6 469 ;5 927 ;6 698 ; 771
Central;2014;Swiss;Lowest management;1 Quantile;5 452 ;4 876 ;5 656 ; 780
Central;2014;Swiss;Lowest management;3 Quantile;7 692 ;7 063 ;8 018 ; 955
Central;2014;Other;Lowest management;Median;6 636 ;5 958 ;6 733 ;#WERT!
Central;2014;Other;Lowest management;1 Quantile;5 633 ;4 933 ;5 881 ;#WERT!
Central;2014;Other;Lowest management;3 Quantile;7 950 ;7 733 ;8 014 ;#WERT!
Central;2014;Total;No management;Median;5 684 ;5 200 ;5 907 ; 707
Central;2014;Total;No management;1 Quantile;4 721 ;4 360 ;5 019 ; 659
Central;2014;Total;No management;3 Quantile;6 845 ;6 516 ;7 040 ; 524
Central;2014;Swiss;No management;Median;5 774 ;5 329 ;6 037 ; 708
Central;2014;Swiss;No management;1 Quantile;4 810 ;4 457 ;5 109 ; 652
Central;2014;Swiss;No management;3 Quantile;6 937 ;6 528 ;7 218 ; 690
Central;2014;Other;No management;Median;5 468 ;4 787 ;5 650 ; 863
Central;2014;Other;No management;1 Quantile;4 538 ;4 110 ;4 825 ; 715
Central;2014;Other;No management;3 Quantile;6 603 ;6 418 ;6 658 ; 240
Central;2012;Total;Total;Median;6 080 ;5 221 ;6 491 ;1 270
Central;2012;Total;Total;1 Quantile;4 792 ;4 160 ;5 283 ;1 123
Central;2012;Total;Total;3 Quantile;8 019 ;6 912 ;8 667 ;1 755
Central;2012;Swiss;Total;Median;6 239 ;5 394 ;6 705 ;1 311
Central;2012;Swiss;Total;1 Quantile;4 953 ;4 293 ;5 450 ;1 157
Central;2012;Swiss;Total;3 Quantile;8 135 ;6 941 ;8 850 ;1 909
Central;2012;Other;Total;Median;5 576 ;4 585 ;5 900 ;1 315
Central;2012;Other;Total;1 Quantile;4 386 ;3 739 ;4 890 ;1 151
Central;2012;Other;Total;3 Quantile;7 533 ;6 708 ;7 974 ;1 266
Central;2012;Total;Top, upper,  middle management;Median;9 278 ;7 575 ;9 781 ;2 206
Central;2012;Total;Top, upper,  middle management;1 Quantile;6 721 ;5 118 ;7 240 ;2 122
Central;2012;Total;Top, upper,  middle management;3 Quantile;12 941 ;10 317 ;13 688 ;3 371
Central;2012;Swiss;Top, upper,  middle management;Median;9 079 ;7 482 ;9 603 ;2 121
Central;2012;Swiss;Top, upper,  middle management;1 Quantile;6 707 ;5 098 ;7 185 ;2 087
Central;2012;Swiss;Top, upper,  middle management;3 Quantile;12 393 ;9 956 ;13 043 ;3 087
Central;2012;Other;Top, upper,  middle management;Median;10 710 ;8 333 ;11 667 ;#WERT!
Central;2012;Other;Top, upper,  middle management;1 Quantile;7 059 ;5 159 ;7 832 ;#WERT!
Central;2012;Other;Top, upper,  middle management;3 Quantile;16 853 ;12 848 ;18 704 ;#WERT!
Central;2012;Total;Lower management;Median;7 527 ;6 500 ;7 857 ;1 357
Central;2012;Total;Lower management;1 Quantile;6 008 ;4 981 ;6 437 ;1 456
Central;2012;Total;Lower management;3 Quantile;9 450 ;8 217 ;9 853 ;1 636
Central;2012;Swiss;Lower management;Median;7 460 ;6 424 ;7 791 ;1 367
Central;2012;Swiss;Lower management;1 Quantile;6 024 ;4 941 ;6 449 ;1 508
Central;2012;Swiss;Lower management;3 Quantile;9 208 ;8 024 ;9 602 ;1 578
Central;2012;Other;Lower management;Median;8 007 ;7 006 ;8 479 ;1 473
Central;2012;Other;Lower management;1 Quantile;5 912 ;5 119 ;6 388 ;1 269
Central;2012;Other;Lower management;3 Quantile;10 462 ;9 069 ;10 831 ;1 762
Central;2012;Total;Lowest management;Median;6 304 ;5 590 ;6 645 ;1 055
Central;2012;Total;Lowest management;1 Quantile;5 200 ;4 509 ;5 556 ;1 047
Central;2012;Total;Lowest management;3 Quantile;7 710 ;6 834 ;8 088 ;1 254
Central;2012;Swiss;Lowest management;Median;6 320 ;5 665 ;6 680 ;1 015
Central;2012;Swiss;Lowest management;1 Quantile;5 281 ;4 553 ;5 639 ;1 086
Central;2012;Swiss;Lowest management;3 Quantile;7 668 ;6 800 ;8 092 ;1 292
Central;2012;Other;Lowest management;Median;6 147 ;5 238 ;6 455 ;1 217
