Year;Region;Industry;professional position category;Gross Pay Total ;Gross Pay Women ;Gross Pay Men ;Gender Pay Gap;;;;;;;;;;;
2020;North-West;Manufacturing/production of Goods;Lowest management;7 573;7 257;7 612; 355;;;;;;;;;;;
2020;North-West;"Water supply; sewage and waste disposal";Lowest management;7 053;*;7 053;#WERT!;;;;;;;;;;;
2020;North-West;Construction ;Lowest management;6 951;*;6 953;#WERT!;;;;;;;;;;;
2020;North-West;SECTOR 3 SERVICES ;Lowest management;7 707;7 014;8 454;1 440;;;;;;;;;;;
2020;North-West;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Lowest management;6 265;5 483;7 567;2 084;;;;;;;;;;;
2020;North-West;Transportation and storage;Lowest management;6 784;6 436;6 868; 432;;;;;;;;;;;
2020;North-West;Hotels and restaurants;Lowest management;4 965;4 878;5 073; 195;;;;;;;;;;;
2020;North-West;Information and communication;Lowest management;9 810;*;9 868;#WERT!;;;;;;;;;;;
2020;North-West;Financial and insurance services;Lowest management;9 670;8 902;10 123;1 221;;;;;;;;;;;
2020;North-West;Professional, scientific and technical services;Lowest management;8 484;8 254;8 671; 417;;;;;;;;;;;
2020;North-West;Other business services;Lowest management;8 097;7 586;8 382; 796;;;;;;;;;;;
2020;North-West;Health and social work;Lowest management;6 956;6 824;7 270; 446;;;;;;;;;;;
2020;North-West;Arts, entertainment and recreation;Lowest management;6 197;5 833;6 501; 668;;;;;;;;;;;
2020;North-West;Other service activities Other service activities;Lowest management;6 473;6 177;6 714; 537;;;;;;;;;;;
2020;North-West;TOTAL;No management;6 195;6 030;6 296; 266;;;;;;;;;;;
2020;North-West;SECTOR 2 PRODUCTION;No management;6 385;6 242;6 401; 159;;;;;;;;;;;
2020;North-West;Mining and quarrying;No management;6 348;*;6 174;#WERT!;;;;;;;;;;;
2020;North-West;Manufacturing/production of Goods;No management;6 645;6 290;6 723; 433;;;;;;;;;;;
2020;North-West;"Water supply; sewage and waste disposal";No management;5 936;5 415;5 959; 544;;;;;;;;;;;
2020;North-West;Construction ;No management;5 931;5 761;5 957; 196;;;;;;;;;;;
2020;North-West;SECTOR 3 SERVICES ;No management;6 103;6 005;6 203; 198;;;;;;;;;;;
2020;North-West;"Wholesale and retail trade; repair of motor vehicles and motorcycles";No management;5 307;4 888;5 775; 887;;;;;;;;;;;
2020;North-West;Transportation and storage;No management;5 433;5 402;5 445; 43;;;;;;;;;;;
2020;North-West;Hotels and restaurants;No management;4 437;4 381;4 480; 99;;;;;;;;;;;
2020;North-West;Information and communication;No management;8 072;6 917;8 591;1 674;;;;;;;;;;;
2020;North-West;Financial and insurance services;No management;7 279;6 873;7 882;1 009;;;;;;;;;;;
2020;North-West;Professional, scientific and technical services;No management;7 040;6 706;7 317; 611;;;;;;;;;;;
2020;North-West;Other business services;No management;5 333;4 737;5 499; 762;;;;;;;;;;;
2020;North-West;Health and social work;No management;6 177;6 056;6 620; 564;;;;;;;;;;;
2020;North-West;Arts, entertainment and recreation;No management;5 997;5 715;6 331; 616;;;;;;;;;;;
2020;North-West;Other service activities Other service activities;No management;5 291;4 929;5 953;1 024;;;;;;;;;;;
2018;North-West;TOTAL;Total ;6 714;6 251;7 038; 787;;;;;;;;;;;
2018;North-West;SECTOR 2 PRODUCTION;Total ;7 040;6 677;7 099; 422;;;;;;;;;;;
2018;North-West;Mining and quarrying;Total ;6 393;*;6 393;#WERT!;;;;;;;;;;;
2018;North-West;Manufacturing/production of Goods;Total ;7 383;6 900;7 502; 602;;;;;;;;;;;
2018;North-West;"Water supply; sewage and waste disposal";Total ;6 163;5 880;6 236; 356;;;;;;;;;;;
2018;North-West;Construction ;Total ;6 366;6 000;6 417; 417;;;;;;;;;;;
2018;North-West;SECTOR 3 SERVICES ;Total ;6 570;6 188;6 976; 788;;;;;;;;;;;
2018;North-West;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Total ;5 752;5 113;6 243;1 130;;;;;;;;;;;
2018;North-West;Transportation and storage;Total ;5 549;5 538;5 556; 18;;;;;;;;;;;
2018;North-West;Hotels and restaurants;Total ;4 285;4 301;4 271;- 30;;;;;;;;;;;
2018;North-West;Information and communication;Total ;8 323;6 890;8 829;1 939;;;;;;;;;;;
2018;North-West;Financial and insurance services;Total ;9 039;7 360;10 394;3 034;;;;;;;;;;;
2018;North-West;Professional, scientific and technical services;Total ;7 945;7 024;8 595;1 571;;;;;;;;;;;
2018;North-West;Other business services;Total ;5 664;4 991;5 845; 854;;;;;;;;;;;
2018;North-West;Health and social work;Total ;6 377;6 154;7 100; 946;;;;;;;;;;;
2018;North-West;Arts, entertainment and recreation;Total ;6 263;5 918;6 528; 610;;;;;;;;;;;
2018;North-West;Other service activities Other service activities;Total ;5 929;5 042;7 343;2 301;;;;;;;;;;;
2018;North-West;TOTAL;Top, upper,  middle management;10 643;9 412;10 968;1 556;;;;;;;;;;;
2018;North-West;SECTOR 2 PRODUCTION;Top, upper,  middle management;11 429;15 392;10 938;-4 454;;;;;;;;;;;
2018;North-West;Mining and quarrying;Top, upper,  middle management;*;-;*;#WERT!;;;;;;;;;;;
2018;North-West;Manufacturing/production of Goods;Top, upper,  middle management;14 074;15 998;13 457;-2 541;;;;;;;;;;;
2018;North-West;"Water supply; sewage and waste disposal";Top, upper,  middle management;10 111;*;10 111;#WERT!;;;;;;;;;;;
2018;North-West;Construction ;Top, upper,  middle management;8 854;*;8 857;#WERT!;;;;;;;;;;;
2018;North-West;SECTOR 3 SERVICES ;Top, upper,  middle management;10 114;8 512;10 998;2 486;;;;;;;;;;;
2018;North-West;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Top, upper,  middle management;9 855;9 131;10 341;1 210;;;;;;;;;;;
2018;North-West;Transportation and storage;Top, upper,  middle management;8 873;*;9 140;#WERT!;;;;;;;;;;;
2018;North-West;Hotels and restaurants;Top, upper,  middle management;5 579;5 271;5 778; 507;;;;;;;;;;;
2018;North-West;Information and communication;Top, upper,  middle management;11 211;8 375;11 536;3 161;;;;;;;;;;;
2018;North-West;Financial and insurance services;Top, upper,  middle management;15 500;13 148;16 083;2 935;;;;;;;;;;;
2018;North-West;Professional, scientific and technical services;Top, upper,  middle management;11 008;9 545;11 220;1 675;;;;;;;;;;;
2018;North-West;Other business services;Top, upper,  middle management;8 254;7 471;8 718;1 247;;;;;;;;;;;
2018;North-West;Health and social work;Top, upper,  middle management;9 109;8 104;11 111;3 007;;;;;;;;;;;
2018;North-West;Arts, entertainment and recreation;Top, upper,  middle management;7 853;7 279;8 000; 721;;;;;;;;;;;
2018;North-West;Other service activities Other service activities;Top, upper,  middle management;8 807;7 527;9 367;1 840;;;;;;;;;;;
2018;North-West;TOTAL;Lower management;8 453;7 612;8 932;1 320;;;;;;;;;;;
2018;North-West;SECTOR 2 PRODUCTION;Lower management;8 795;9 239;8 688;- 551;;;;;;;;;;;
2018;North-West;Mining and quarrying;Lower management;*;-;*;#WERT!;;;;;;;;;;;
2018;North-West;Manufacturing/production of Goods;Lower management;9 616;9 935;9 549;- 386;;;;;;;;;;;
2018;North-West;"Water supply; sewage and waste disposal";Lower management;*;*;*;#WERT!;;;;;;;;;;;
2018;North-West;Construction ;Lower management;7 437;*;7 429;#WERT!;;;;;;;;;;;
2018;North-West;SECTOR 3 SERVICES ;Lower management;8 250;7 232;9 068;1 836;;;;;;;;;;;
2018;North-West;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Lower management;7 405;6 316;8 116;1 800;;;;;;;;;;;
2018;North-West;Transportation and storage;Lower management;7 601;*;7 901;#WERT!;;;;;;;;;;;
2018;North-West;Hotels and restaurants;Lower management;5 001;4 875;5 200; 325;;;;;;;;;;;
2018;North-West;Information and communication;Lower management;8 047;7 720;8 673; 953;;;;;;;;;;;
2018;North-West;Financial and insurance services;Lower management;11 670;10 444;12 019;1 575;;;;;;;;;;;
2018;North-West;Professional, scientific and technical services;Lower management;9 374;8 450;9 856;1 406;;;;;;;;;;;
2018;North-West;Other business services;Lower management;6 500;5 712;6 715;1 003;;;;;;;;;;;
2018;North-West;Health and social work;Lower management;7 383;7 064;8 109;1 045;;;;;;;;;;;
2018;North-West;Arts, entertainment and recreation;Lower management;6 585;6 397;6 965; 568;;;;;;;;;;;
2018;North-West;Other service activities Other service activities;Lower management;6 992;6 130;7 989;1 859;;;;;;;;;;;
2018;North-West;TOTAL;Lowest management;7 480;7 051;7 793; 742;;;;;;;;;;;
2018;North-West;SECTOR 2 PRODUCTION;Lowest management;7 062;6 790;7 148; 358;;;;;;;;;;;
2018;North-West;Mining and quarrying;Lowest management;*;-;*;#WERT!;;;;;;;;;;;
2018;North-West;Manufacturing/production of Goods;Lowest management;7 082;6 771;7 237; 466;;;;;;;;;;;
2018;North-West;"Water supply; sewage and waste disposal";Lowest management;7 644;*;7 880;#WERT!;;;;;;;;;;;
2018;North-West;Construction ;Lowest management;6 729;*;6 729;#WERT!;;;;;;;;;;;
2018;North-West;SECTOR 3 SERVICES ;Lowest management;7 683;7 095;8 309;1 214;;;;;;;;;;;
2018;North-West;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Lowest management;6 687;5 546;7 263;1 717;;;;;;;;;;;
2018;North-West;Transportation and storage;Lowest management;7 353;7 353;7 304;- 49;;;;;;;;;;;
2018;North-West;Hotels and restaurants;Lowest management;4 764;4 707;4 887; 180;;;;;;;;;;;
2018;North-West;Information and communication;Lowest management;9 588;*;10 080;#WERT!;;;;;;;;;;;
2018;North-West;Financial and insurance services;Lowest management;9 441;8 528;9 909;1 381;;;;;;;;;;;
2018;North-West;Professional, scientific and technical services;Lowest management;8 858;8 361;9 183; 822;;;;;;;;;;;
2018;North-West;Other business services;Lowest management;7 373;6 528;7 910;1 382;;;;;;;;;;;
2018;North-West;Health and social work;Lowest management;6 652;6 540;7 270; 730;;;;;;;;;;;
2018;North-West;Arts, entertainment and recreation;Lowest management;6 544;6 190;7 196;1 006;;;;;;;;;;;
2018;North-West;Other service activities Other service activities;Lowest management;6 291;5 278;7 670;2 392;;;;;;;;;;;
2018;North-West;TOTAL;No management;6 118;5 880;6 240; 360;;;;;;;;;;;
2018;North-West;SECTOR 2 PRODUCTION;No management;6 327;5 959;6 394; 435;;;;;;;;;;;
2018;North-West;Mining and quarrying;No management;6 248;*;6 248;#WERT!;;;;;;;;;;;
2018;North-West;Manufacturing/production of Goods;No management;6 483;5 995;6 598; 603;;;;;;;;;;;
2018;North-West;"Water supply; sewage and waste disposal";No management;5 754;5 669;5 778; 109;;;;;;;;;;;
2018;North-West;Construction ;No management;6 002;5 631;6 050; 419;;;;;;;;;;;
2018;North-West;SECTOR 3 SERVICES ;No management;5 976;5 865;6 092; 227;;;;;;;;;;;
2018;North-West;"Wholesale and retail trade; repair of motor vehicles and motorcycles";No management;5 259;4 891;5 609; 718;;;;;;;;;;;
2018;North-West;Transportation and storage;No management;5 297;5 370;5 282;- 88;;;;;;;;;;;
2018;North-West;Hotels and restaurants;No management;4 077;4 162;3 921;- 241;;;;;;;;;;;
2018;North-West;Information and communication;No management;7 739;6 645;8 086;1 441;;;;;;;;;;;
2018;North-West;Financial and insurance services;No management;7 193;6 807;7 806; 999;;;;;;;;;;;
2018;North-West;Professional, scientific and technical services;No management;6 949;6 568;7 268; 700;;;;;;;;;;;
2018;North-West;Other business services;No management;5 388;4 628;5 588; 960;;;;;;;;;;;
2018;North-West;Health and social work;No management;6 108;5 979;6 588; 609;;;;;;;;;;;
2018;North-West;Arts, entertainment and recreation;No management;5 952;5 623;6 238; 615;;;;;;;;;;;
2018;North-West;Other service activities Other service activities;No management;5 063;4 503;6 048;1 545;;;;;;;;;;;
2016;North-West;TOTAL;Total ;6 700  ;6 220  ;7 034  ; 814;;;;;;;;;;;
2016;North-West;SECTOR 2 PRODUCTION;Total ;6 931  ;6 768 ;6 960  ;#WERT!;;;;;;;;;;;
2016;North-West;Mining and quarrying;Total ;6 890  ;*;6 890  ;#WERT!;;;;;;;;;;;
2016;North-West;Manufacturing/production of Goods;Total ;7 430  ;7 022 ;7 560  ;#WERT!;;;;;;;;;;;
2016;North-West;"Water supply; sewage and waste disposal";Total ;6 466  ;6 031  ;6 575  ; 544;;;;;;;;;;;
2016;North-West;Construction ;Total ;6 011  ;5 900  ;6 022  ; 122;;;;;;;;;;;
2016;North-West;SECTOR 3 SERVICES ;Total ;6 585  ;6 143  ;7 087  ; 944;;;;;;;;;;;
2016;North-West;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Total ;5 811  ;5 025  ;6 499  ;1 474;;;;;;;;;;;
2016;North-West;Transportation and storage;Total ;5 848  ;5 754  ;5 877  ; 123;;;;;;;;;;;
2016;North-West;Hotels and restaurants;Total ;4 513  ;4 452  ;4 569  ; 117;;;;;;;;;;;
2016;North-West;Information and communication;Total ;8 341  ;6 908  ;8 867  ;1 959;;;;;;;;;;;
2016;North-West;Financial and insurance services;Total ;8 579  ;7 108  ;10 113  ;3 005;;;;;;;;;;;
2016;North-West;Professional, scientific and technical services;Total ;7 916  ;7 098  ;8 616  ;1 518;;;;;;;;;;;
2016;North-West;Other business services;Total ;5 673  ;5 088  ;5 832  ; 744;;;;;;;;;;;
2016;North-West;Health and social work;Total ;6 402  ;6 208  ;7 133  ; 925;;;;;;;;;;;
2016;North-West;Arts, entertainment and recreation;Total ;6 125  ;5 673  ;6 533  ; 860;;;;;;;;;;;
2016;North-West;Other service activities Other service activities;Total ;5 957  ;5 130  ;7 170  ;2 040;;;;;;;;;;;
2016;North-West;TOTAL;Top, upper,  middle management;10 745  ;9 384  ;11 172  ;1 788;;;;;;;;;;;
2016;North-West;SECTOR 2 PRODUCTION;Top, upper,  middle management;12 149 ;13 906 ;11 868 ;#WERT!;;;;;;;;;;;
2016;North-West;Mining and quarrying;Top, upper,  middle management;*;*;*;#WERT!;;;;;;;;;;;
2016;North-West;Manufacturing/production of Goods;Top, upper,  middle management;13 549 ;15 192 ;13 080 ;#WERT!;;;;;;;;;;;
2016;North-West;"Water supply; sewage and waste disposal";Top, upper,  middle management;9 969  ;*;9 969  ;#WERT!;;;;;;;;;;;
2016;North-West;Construction ;Top, upper,  middle management;8 491  ;*;8 665  ;#WERT!;;;;;;;;;;;
2016;North-West;SECTOR 3 SERVICES ;Top, upper,  middle management;10 064  ;8 665  ;10 790  ;2 125;;;;;;;;;;;
2016;North-West;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Top, upper,  middle management;9 387  ;8 142 ;9 716  ;#WERT!;;;;;;;;;;;
2016;North-West;Transportation and storage;Top, upper,  middle management;9 518 ;7 111 ;9 555 ;#WERT!;;;;;;;;;;;
2016;North-West;Hotels and restaurants;Top, upper,  middle management;6 190  ;5 982 ;6 400  ;#WERT!;;;;;;;;;;;
2016;North-West;Information and communication;Top, upper,  middle management;11 093  ;9 005 ;11 486  ;#WERT!;;;;;;;;;;;
2016;North-West;Financial and insurance services;Top, upper,  middle management;15 496  ;11 979  ;16 121  ;4 142;;;;;;;;;;;
2016;North-West;Professional, scientific and technical services;Top, upper,  middle management;10 995  ;9 322 ;11 345  ;#WERT!;;;;;;;;;;;
2016;North-West;Other business services;Top, upper,  middle management;8 217 ;6 789 ;8 377 ;#WERT!;;;;;;;;;;;
2016;North-West;Health and social work;Top, upper,  middle management;9 800  ;8 479  ;11 786  ;3 307;;;;;;;;;;;
2016;North-West;Arts, entertainment and recreation;Top, upper,  middle management;8 268  ;7 529 ;8 667  ;#WERT!;;;;;;;;;;;
2016;North-West;Other service activities Other service activities;Top, upper,  middle management;9 092  ;8 498 ;9 412  ;#WERT!;;;;;;;;;;;
2016;North-West;TOTAL;Lower management;8 723  ;7 656  ;9 148  ;1 492;;;;;;;;;;;
2016;North-West;SECTOR 2 PRODUCTION;Lower management;9 229  ;9 544 ;9 167  ;#WERT!;;;;;;;;;;;
2016;North-West;Mining and quarrying;Lower management;*;*;*;#WERT!;;;;;;;;;;;
2016;North-West;Manufacturing/production of Goods;Lower management;9 828  ;9 880 ;9 812  ;#WERT!;;;;;;;;;;;
2016;North-West;"Water supply; sewage and waste disposal";Lower management;8 639 ;*;*;#WERT!;;;;;;;;;;;
2016;North-West;Construction ;Lower management;6 808 ;*;6 852 ;#WERT!;;;;;;;;;;;
2016;North-West;SECTOR 3 SERVICES ;Lower management;8 385  ;7 331  ;9 137  ;1 806;;;;;;;;;;;
2016;North-West;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Lower management;7 622  ;6 973  ;7 990  ;1 017;;;;;;;;;;;
2016;North-West;Transportation and storage;Lower management;8 468  ;8 169  ;8 489  ; 320;;;;;;;;;;;
2016;North-West;Hotels and restaurants;Lower management;4 951  ;4 840  ;5 155  ; 315;;;;;;;;;;;
2016;North-West;Information and communication;Lower management;9 385  ;7 774  ;10 080  ;2 306;;;;;;;;;;;
2016;North-West;Financial and insurance services;Lower management;11 156  ;9 656  ;11 674  ;2 018;;;;;;;;;;;
2016;North-West;Professional, scientific and technical services;Lower management;9 448  ;7 780 ;9 966  ;#WERT!;;;;;;;;;;;
2016;North-West;Other business services;Lower management;7 175 ;6 648 ;7 907 ;#WERT!;;;;;;;;;;;
2016;North-West;Health and social work;Lower management;7 355  ;6 975  ;8 277  ;1 302;;;;;;;;;;;
2016;North-West;Arts, entertainment and recreation;Lower management;7 213  ;6 681 ;7 530  ;#WERT!;;;;;;;;;;;
2016;North-West;Other service activities Other service activities;Lower management;7 032 ;6 307 ;8 262 ;#WERT!;;;;;;;;;;;
2016;North-West;TOTAL;Lowest management;7 484  ;7 084  ;7 716  ; 632;;;;;;;;;;;
2016;North-West;SECTOR 2 PRODUCTION;Lowest management;7 092  ;7 091 ;7 094  ;#WERT!;;;;;;;;;;;
2016;North-West;Mining and quarrying;Lowest management;*;-;*;#WERT!;;;;;;;;;;;
2016;North-West;Manufacturing/production of Goods;Lowest management;7 376 ;7 094 ;7 480 ;#WERT!;;;;;;;;;;;
2016;North-West;"Water supply; sewage and waste disposal";Lowest management;7 464 ;*;7 541 ;#WERT!;;;;;;;;;;;
2016;North-West;Construction ;Lowest management;6 636  ;*;6 652  ;#WERT!;;;;;;;;;;;
2016;North-West;SECTOR 3 SERVICES ;Lowest management;7 684  ;7 077  ;8 222  ;1 145;;;;;;;;;;;
2016;North-West;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Lowest management;6 967 ;6 088 ;7 685 ;#WERT!;;;;;;;;;;;
2016;North-West;Transportation and storage;Lowest management;7 098  ;6 699  ;7 393  ; 694;;;;;;;;;;;
2016;North-West;Hotels and restaurants;Lowest management;4 782  ;4 782  ;*;#WERT!;;;;;;;;;;;
2016;North-West;Information and communication;Lowest management;8 687 ;*;9 098 ;#WERT!;;;;;;;;;;;
2016;North-West;Financial and insurance services;Lowest management;9 178  ;8 246  ;9 712  ;1 466;;;;;;;;;;;
2016;North-West;Professional, scientific and technical services;Lowest management;9 386  ;8 384 ;9 746 ;#WERT!;;;;;;;;;;;
2016;North-West;Other business services;Lowest management;6 190  ;5 637 ;6 292  ;#WERT!;;;;;;;;;;;
2016;North-West;Health and social work;Lowest management;6 964  ;6 873  ;7 153  ; 280;;;;;;;;;;;
2016;North-West;Arts, entertainment and recreation;Lowest management;6 699  ;6 754  ;*;#WERT!;;;;;;;;;;;
2016;North-West;Other service activities Other service activities;Lowest management;5 708 ;4 843 ;*;#WERT!;;;;;;;;;;;
2016;North-West;TOTAL;No management;6 129  ;5 862  ;6 286  ; 424;;;;;;;;;;;
2016;North-West;SECTOR 2 PRODUCTION;No management;6 317  ;6 159  ;6 346  ; 187;;;;;;;;;;;
2016;North-West;Mining and quarrying;No management;6 632 ;*;6 636 ;#WERT!;;;;;;;;;;;
2016;North-West;Manufacturing/production of Goods;No management;6 582  ;6 217 ;6 689  ;#WERT!;;;;;;;;;;;
2016;North-West;"Water supply; sewage and waste disposal";No management;6 034  ;5 891  ;6 101  ; 210;;;;;;;;;;;
2016;North-West;Construction ;No management;5 839  ;5 737  ;5 843  ; 106;;;;;;;;;;;
2016;North-West;SECTOR 3 SERVICES ;No management;6 020  ;5 800  ;6 225  ; 425;;;;;;;;;;;
2016;North-West;"Wholesale and retail trade; repair of motor vehicles and motorcycles";No management;5 223  ;4 780  ;5 708  ; 928;;;;;;;;;;;
2016;North-West;Transportation and storage;No management;5 519  ;5 495  ;5 526  ; 31;;;;;;;;;;;
2016;North-West;Hotels and restaurants;No management;4 332  ;4 337  ;4 258  ;- 79;;;;;;;;;;;
2016;North-West;Information and communication;No management;7 664  ;6 583  ;8 095  ;1 512;;;;;;;;;;;
